length (normalized)	length	max-depth	avg-depth	sent
0.5714	20	4.0000	1.9500	the alaska railroad changed its track warrant control territory to dtc and is also implementing ctc in high-traffic areas .
0.8286	29	7.0000	2.8966	he gained notoriety in 1971 when he yelled `` liar '' at then prime minister , john gorton , from the press gallery of the house of representatives .
0.2286	8	2.0000	1.3750	the central anatolia region speaks orta anadolu .
0.3429	12	4.0000	2.0833	ermelindo salazar schuck to pedro juan salazar fournier and luisa schuck .
0.2286	8	2.0000	1.1250	anyway , it fails the notability policy .
0.4857	17	7.0000	3.2941	morton has a nice page that explains that they get salt from more than one source .
0.6286	22	9.0000	4.2727	after that he acted in many movies , including kotreshi kanasu for which he bagged a national award for his performance .
0.5429	19	5.0000	2.1579	the warriors series is about fictional feral cats trying to survive , and is written by erin hunter .
0.3714	13	7.0000	3.2308	matters ranging from wearing nail polish to job opportunities were severely restricted .
0.4857	17	6.0000	2.5882	also , i note this page ] listed him as having been lord bishop of killaloe .
0.3143	11	3.0000	1.6364	most time travel depictions simply fail to address butterfly effects .
0.3714	13	4.0000	1.9231	finally , accepting this revision opens the question of who discovered st .
0.4000	14	6.0000	3.2143	it lies approximately north-west of wejherowo and north-west of the regional capital gdańsk .
0.4286	15	4.0000	2.0000	the metropolis has significant cultural , economic and political influence both nationally and internationally .
0.8000	28	5.0000	2.2857	soon thereafter , li deyu became chancellor and wanted to recommend zheng tan to serve as chancellor again , but zheng declined , claiming a foot illness .
0.8571	30	11.0000	5.5667	also he included a specialized instrument to be placed above the radial artery that was able to magnify pulse waves and record them on paper with an attached pen .
0.3429	12	4.0000	1.6667	it had been hoped that castalia would be able to achieve .
0.9143	32	6.0000	3.1250	in consequence the farmers settled along the chinese eastern railway mainline west of tsitsihar had remained undisturbed by the upheaval gripping the land and were able to get in their harvests .
0.7143	25	6.0000	2.9200	numerous witnesses , including the last person to see adona alive , reported seeing a large shark in the vicinity prior to the attack .
0.3714	13	7.0000	3.6154	they competed as members of the mid-american conference in the west division .
0.9429	33	5.0000	2.5152	after the show was picked up in 2005 by performance space 122 her show toured extensively throughout the united states at colleges and festivals , making her a celebrity in her field .
0.7429	26	5.0000	2.6538	until the release of 2012 's that 's why god made the radio , love you remained the last favorably reviewed beach boys studio album .
0.2857	10	3.0000	1.7000	the school has a primary and a secondary section .
0.3429	12	4.0000	2.0000	the indianapolis indians are the triple-a affiliate to the pittsburgh pirates .
0.5714	20	6.0000	3.0000	note that this is not a project for discussing policy changes and improvements , but for actively improving policy .
0.2571	9	4.0000	1.7778	on board was prince henry of the netherlands .
0.5714	20	5.0000	2.5000	he served as the reds ' right fielder for four seasons , leading american association outfielders in fielding twice .
0.4000	14	4.0000	2.3571	this was the third time that an english cricket team had visited ceylon .
0.3714	13	3.0000	1.6923	this enclosed area was divided into two chambers by a border zone .
0.4000	14	4.0000	2.0714	examples of his work can be found in the smithsonian and the uffizi .
0.6857	24	7.0000	3.2500	in the application of the principle of virtual work it is often convenient to obtain virtual displacements from the velocities of the system .
0.7429	26	7.0000	2.9615	people that graduate and come back to the cooper community , even some teachers that teach at cooper campuses were once students at lubbock cooper .
0.3429	12	6.0000	2.4167	he was the former permanent secretary of ministry of home affairs .
0.4000	14	4.0000	1.6429	typically , the compressed air is first filtered with a high-quality coalescing filter .
0.4000	14	4.0000	1.6429	in summer , however , it is usually warmer than the coastal areas .
0.6000	21	5.0000	2.6190	yoshiharu tomonaga ( born 18 february 1950 ) is a japanese former sprinter who competed in the 1972 summer olympics .
0.8571	30	9.0000	3.6000	in july 1956 , egyptian leader gamal abdel nasser took control of the suez canal , in violation of agreements he had signed with the british and french governments .
0.7714	27	10.0000	3.5926	in vishakhapatnam , three inscriptions were found , two in telugu and one in tamil which was a duplicate of one of the records in telugu .
0.2286	8	4.0000	1.5000	zoe- i apologize for reverting your action .
0.2571	9	2.0000	1.1111	hepa filters remove particulates , but not gases .
0.2286	8	3.0000	1.5000	he was baptised on 1 september 1616 .
0.3429	12	6.0000	2.7500	armancourt is a commune in the oise department in northern france .
0.6286	22	4.0000	2.0909	you seem okay ( basically sane , sober , clean-shaven , etc ) , but you 're completely and totally nuts .
0.4571	16	4.0000	1.9375	a segment of middle-class exurban couples , greenbelt sports is known for its active lifestyle .
0.3429	12	6.0000	2.8333	he died of a heart attack at age 53 in london .
0.2857	10	5.0000	2.0000	kalapathy -the equivalent of a captain in modern navies .
0.9714	34	5.0000	1.8235	the video where they are on the same stage with ll cool j has a distinctive cut , after that ll cool j speaks to them as if he would n't know them .
0.2857	10	3.0000	2.0000	günter bialas in selbstzeugnissen und im spiegel seiner zeit .
0.3143	11	4.0000	1.9091	this opened the road to megan and dana being together .
0.5143	18	5.0000	2.2222	after the afternoon prayer on the same day , al-husayn calls his followers to prepare for departure .
0.1143	4	1.0000	0.7500	begoña garrido 54 .
0.4571	16	6.0000	2.7500	it suggests that the raeti were strongly attracted to a career in the roman military .
0.4857	17	4.0000	1.8235	in 1983 he went back to italy , and then in 1984 to the united states .
0.6857	24	8.0000	3.1667	dorothy died in 1700 , and he married secondly a few months later , henrietta brett , the sister of colonel henry brett .
0.9143	32	8.0000	4.0938	all of the art that was considered too `` roman catholic '' was sold to cornelis claesz van wieringen on condition that he `` remove them outside the city walls '' .
0.6571	23	6.0000	3.1304	lubikówko is a settlement in the administrative district of gmina przytoczna , within międzyrzecz county , lubusz voivodeship , in western poland .
0.5714	20	4.0000	2.2500	a resident of lasalle , quebec , she competed at the olympic games in 1988 , 1992 and 1996 .
0.3143	11	3.0000	1.6364	sure , but this is n't my choice , obviously .
0.7714	27	6.0000	2.8519	the family of harald fairhair , who was most likely the first king of the whole norway , is said to have come from this area .
0.4857	17	3.0000	1.8824	cbs evening news with walter cronkite in the early 1970s , during the watergate political scandal .
0.6571	23	6.0000	3.0000	scaled composites proteus n281pr , piloted by mike melvill and robert waldmiller , 19 , 277 m , october 25 , 2000 .
0.3143	11	3.0000	2.0000	it was the `` old firm '' match at ibrox .
0.8857	31	13.0000	5.8387	in august the couple received permission to wrap the pont-neuf after nine years of negotiations with the mayor of paris , jacques chirac , and preparations for the project began .
0.2286	8	2.0000	1.1250	i noticed princess anne , for example .
0.2857	10	2.0000	1.2000	rouge gorge familier - crop ( wb correction ) .
0.5429	19	5.0000	2.1053	the philadelphia confession of faith ( 1742 ) and the new hampshire baptist confession of faith of 1833 .
0.4286	15	4.0000	1.6667	muhammad ascended to heaven from her house in 621 , according to islamic belief .
0.3429	12	3.0000	1.5000	the small city in siberia is not a small city anymore .
0.5143	18	3.0000	1.4444	for muhammad , although pre-islamic arabia exemplified `` heedlessness , '' it was not entirely without merit .
0.5143	18	5.0000	2.8333	a well was dug at 4700 south and 5400 west where a locomotive watering station was built .
0.9714	34	11.0000	4.1176	the concept of creating seriation diagrams of archaeological strata based on the physical relationship between strata had had some currency in winchester and other urban centres in england prior to harris 's formalisation .
0.5143	18	5.0000	2.1667	mcgwire worked hard on his defense at first base and resisted being seen as a one-dimensional player .
0.8571	30	8.0000	3.1667	i suggested that the editor make a complaint here , since i am not in the recall category , to see if there was grounds for opening a rfc .
0.3429	12	5.0000	2.7500	postgraduate students are represented by curtin student guild postgraduate student association .
0.8286	29	6.0000	2.7931	the sackler presents lectures and symposia to the public with the freer has copublished the art historical journal artibus asiae with the museum rietberg in zurich since 1991 .
0.2571	9	3.0000	1.4444	during this campaign the tatars captured 3014 people .
0.3143	11	2.0000	1.2727	and in 1911 the russian rodjestveisky also constructed a triplane .
0.3143	11	4.0000	2.0000	su hui was known for an important and unusual poem .
0.5714	20	8.0000	3.4500	the former consists of the extinct eblaite and akkadian languages , the latter of the majority of semitic languages .
0.8571	30	5.0000	2.5000	the monastery at varna '' in the novel the hills of varna by geoffrey trease is a fictional place in the balkans , not related to the real city .
